comm_insee;NOM_COM;Nb_log_pp_2022;Prop_logvac_pp_2A_010121
71436;Saint-Laurent-d'Andenay;427;4,2
71438;Saint-Léger-du-Bois;333;5,1
71440;Saint-Léger-sous-Beuvray;352;11,6
71441;Saint-Léger-sous-la-Bussière;;
71442;Saint-Léger-sur-Dheune;777;5,9
71443;Saint-Loup-Géanges;738;3,7
71445;Saint-Marcel;2 746;2,8
71448;Saint-Martin-Belle-Roche;623;1,9
71456;Saint-Martin-en-Bresse;877;1,8
71462;Saint-Maurice-en-Rivière;;
71463;Saint-Maurice-lès-Châteauneuf;304;3,6
71468;Saint-Pierre-de-Varennes;;
71469;Saint-Pierre-le-Vieux;;
71470;Saint-Point;266;6,4
71472;Saint-Prix;227;8,4
71475;Saint-Rémy;2 593;1,8
71477;Saint-Romain-sous-Gourdon;243;6,6
71479;Saint-Sernin-du-Bois;868;6,1
71480;Saint-Sernin-du-Plain;466;10,9
71481;Saint-Symphorien-d'Ancelles;570;7,9
71482;Saint-Symphorien-de-Marmagne;457;10,5
71484;Saint-Usuge;740;8
71486;Saint-Vallier;4 041;4,7
71490;Saint-Vincent-Bragny;482;4,1
71491;Saint-Yan;629;9,5
71493;Saisy;299;12
71495;Salornay-sur-Guye;463;5,8
71497;Sancé;884;1,7
71499;Sanvignes-les-Mines;1 766;2,9
71502;Sassenay;713;2,1
71506;Savigny-en-Revermont;686;7,6
71507;Savigny-sur-Grosne;;
71509;La Celle-en-Morvan;274;8,4
71510;Semur-en-Brionnais;361;12,2
71512;Sennecey-le-Grand;1 477;6,4
71514;Sens-sur-Seille;;
71516;Serley;336;5,1
71520;Sevrey;400;7
71522;Simandre;870;6,7
71523;Simard;558;3,4
71525;Sologny;;
71526;Solutré-Pouilly;270;7,8
71528;Sornay;962;3,4
71529;Suin;;
71530;Sully;348;5,7
71531;La Tagnière;178;6,2
71540;Torcy;742;2,2
71541;Torpes;;
71542;Toulon-sur-Arroux;965;9,1
71543;Tournus;3 338;8,6
71545;Tramayes;596;6,9
71546;Trambly;;
71550;Uchizy;495;6,1
71552;Uxeau;299;9,4
71555;Varennes-le-Grand;812;2,1
71556;Varennes-lès-Mâcon;273;5,1
71558;Varennes-Saint-Sauveur;642;7,2
71559;Varennes-sous-Dun;348;4,6
71564;Vendenesse-lès-Charolles;469;11,9
71566;Verdun-sur-le-Doubs;732;15,7
71567;Vergisson;191;7,9
71574;Verzé;441;5
71580;Vincelles;239;4,6
71582;La Vineuse sur Fregande;522;4,4
71583;Vinzelles;;
71584;Viré;636;3,8
71588;Vitry-en-Charollais;;
71591;Fleurville;249;6
72003;Allonnes;2 775;1,7
72004;Amné;;
72005;Ancinnes;410;2,9
72006;Arçonnay;842;1,4
72007;Ardenay-sur-Mérize;;
72008;Arnage;2 181;1,3
72011;Assé-le-Boisne;465;5,8
72012;Assé-le-Riboul;270;6,3
72013;Aubigné-Racan;1 211;3,7
72016;Auvers-le-Hamon;634;3,6
72020;Avezé;360;3,3
72021;Avoise;340;4,7
72022;Le Bailleul;518;4,6
72023;Ballon-Saint Mars;1 076;4,1
72024;La Bazoge;;
72025;Bazouges Cré sur Loir;985;4,6
72026;Beaufay;730;3,6
72029;Beaumont-sur-Sarthe;1 011;7,8
72032;Berfay;206;7,3
72035;Bessé-sur-Braye;1 258;11,4
72038;Boëssé-le-Sec;;
72039;Bonnétable;1 975;4,4
72042;Bouloire;1 120;4,5
72046;Le Breil-sur-Mérize;730;2,3
72050;Brûlon;687;4,2
72051;Cérans-Foulletourte;1 469;2,9
72052;Chahaignes;521;6,7
72053;Challes;;
72054;Champagné;1 211;1,7
72058;Changé;2 752;1,9
72059;Chantenay-Villedieu;428;3
72060;La Chapelle-aux-Choux;;
72061;La Chapelle-d'Aligné;754;3,6
72064;La Chapelle-Huon;302;5,3
72065;La Chapelle-Saint-Aubin;;
72067;La Chapelle-Saint-Rémy;457;3,7
72068;La Chartre-sur-le-Loir;921;9,3
72071;Montval-sur-Loir;3 178;5,7
72075;Chemiré-le-Gaudin;475;2,9
72077;Chenu;306;10,1
72078;Chérancé;204;9,8
72080;Cherré-Au;1 235;1,8
72083;Chevillé;;
72084;Clermont-Créans;626;4,5
72087;Conflans-sur-Anille;284;6,7
72089;Conlie;930;1,5
72090;Connerré;1 384;2,5
72093;Cormes;440;4,1
72094;Coudrecieux;373;9,1
72095;Coulaines;1 962;1
72096;Coulans-sur-Gée;645;2
72098;Coulongé;293;5,1
72099;Courcebœufs;;
72101;Courcemont;;
72103;Courdemanche;433;6
72104;Courgains;294;4,8
72109;Crissé;285;5,3
72110;Crosmières;;
72115;Dissay-sous-Courcillon;557;7,2
72118;Dollon;808;9,3
72119;Domfront-en-Champagne;;
72122;Duneau;502;3,2
72124;Écommoy;2 300;3,2
72128;Val-d'Étangson;355;6,5
72130;Fay;;
72132;La Ferté-Bernard;4 281;5,3
72134;Flée;334;5,7
72137;Villeneuve-en-Perseigne;1 122;4,4
72138;Fresnay-sur-Sarthe;1 587;8,4
72139;Fyé;458;3,7
72141;Gesnes-le-Gandelin;445;3,8
72143;Le Grand-Lucé;921;7,9
72144;Gréez-sur-Roc;346;5,8
72145;Le Grez;194;6,2
72146;Guécélard;1 248;1
72149;Joué-en-Charnie;300;8
72151;Juigné-sur-Sarthe;570;4
72153;Jupilles;;
72154;La Flèche;6 311;3,9
72155;Laigné-en-Belin;951;1,3
72156;Lamnay;464;4,3
72158;Lavaré;453;7,7
72160;Lavernat;323;3,7
72161;Lhomme;584;3,9
72165;Lombron;875;2,7
72168;Loué;1 027;3,9
72172;Le Luart;697;5,3
72173;Luceau;619;3,1
72175;Luché-Pringé;901;5,5
72176;Le Lude;2 211;8,5
72179;Malicorne-sur-Sarthe;996;4,7
72180;Mamers;2 304;8
72181;Le Mans;63 647;2,1
72182;Mansigné;835;7,2
72183;Marçon;649;7,9
72185;Mareil-sur-Loir;316;3,5
72186;Maresché;419;3,8
72187;Marigné-Laillé;785;1,5
72189;Marolles-les-Braults;1 020;6,3
72191;Mayet;1 671;5,1
72193;Melleray;289;4,8
72195;Mézeray;838;3,3
72196;Mézières-sur-Ponthouin;;
72198;La Milesse;1 071;1,3
72200;Moncé-en-Belin;1 529;0,9
72204;Montaillé;291;7,2
72205;Montbizot;;
72208;Montmirail;208;8,7
72210;Montreuil-le-Henri;;
72211;Mont-Saint-Jean;420;7,9
72212;Moulins-le-Carbonnel;347;4
72215;Neufchâtel-en-Saosnois;496;5,8
72217;Neuville-sur-Sarthe;1 097;3,1
72218;Neuvillette-en-Charnie;178;7,9
72219;Bernay-Neuvy-en-Champagne;389;4,1
72220;Nogent-le-Bernard;502;7,8
72223;Noyen-sur-Sarthe;1 262;3,8
72225;Oisseau-le-Petit;311;4,5
72228;Parcé-sur-Sarthe;951;3,6
72229;Parennes;;
72231;Parigné-l'Évêque;2 201;2,3
72239;Poillé-sur-Vègre;;
72241;Montfort-le-Gesnois;1 441;3,7
72243;Pontvallain;744;3,6
72244;Précigné;1 327;3,6
72247;Pruillé-le-Chétif;560;2,1
72248;Pruillé-l'Éguillé;434;5,3
72251;René;214;7
72252;Requeil;522;2,7
72253;Roézé-sur-Sarthe;1 033;1,9
72255;Rouessé-Vassé;416;5,3
72256;Rouez;393;3,6
72260;Ruaudin;1 418;1,3
72262;Loir en Vallée;1 408;7,7
72264;Sablé-sur-Sarthe;4 714;5,6
72266;Saint-Aubin-de-Locquenay;393;4,8
72267;Saint-Aubin-des-Coudrais;446;6,3
72268;Saint-Biez-en-Belin;;
72269;Saint-Calais;1 705;13,2
72276;Saint-Cosme-en-Vairais;1 051;4,3
72278;Saint-Denis-d'Orques;454;9,7
72281;Saint-Georges-du-Rosay;259;5
72282;Saint-Georges-le-Gaultier;334;11,1
72283;Saint-Germain-d'Arcé;219;10
72287;Saint-Gervais-en-Belin;870;1,3
72289;Sainte-Jamme-sur-Sarthe;860;2,2
72290;Saint-Jean-d'Assé;754;2,3
72291;Saint-Jean-de-la-Motte;511;4,5
72294;Saint-Léonard-des-Bois;399;7,8
72296;Saint-Maixent;;
72299;Saint-Mars-d'Outillé;1 101;1,1
72300;Saint-Mars-la-Brière;1 151;2,7
72303;Saint-Michel-de-Chavaignes;418;5,5
72305;Saint-Ouen-de-Mimbré;427;4
72308;Saint-Paterne - Le Chevain;906;1,8
72309;Saint-Paul-le-Gaultier;;
72310;Saint-Pavace;;
72314;Saint-Pierre-du-Lorouër;;
72315;Saint-Rémy-de-Sillé;438;3
72316;Saint-Rémy-des-Monts;;
72317;Saint-Rémy-du-Val;296;5,4
72320;Saint-Saturnin;1 024;1,2
72321;Saint-Symphorien;294;9,9
72322;Saint-Ulphace;;
72325;Saint-Vincent-du-Lorouër;447;6
72328;Sargé-lès-le-Mans;1 564;0,7
72329;Savigné-l'Évêque;1 782;1,2
72330;Savigné-sous-le-Lude;256;9,4
72331;Sceaux-sur-Huisne;290;5,9
72332;Ségrie;;
72333;Semur-en-Vallon;279;5,7
72334;Sillé-le-Guillaume;1 278;7,9
72336;Solesmes;642;3,9
72337;Sougé-le-Ganelon;502;8
72340;Souligné-sous-Ballon;547;2
72346;La Suze-sur-Sarthe;2 121;3,3
72349;Teillé;257;4,7
72350;Teloché;1 281;1,6
72351;Tennie;488;3,1
72356;Thoiré-sur-Dinan;;
72357;Thorée-les-Pins;375;5,1
72358;Thorigné-sur-Dué;702;4,7
72359;Torcé-en-Vallée;632;2,7
72361;Tresson;306;7,8
72363;Tuffé Val de la Chéronne;815;2,2
72364;Vaas;904;5,5
72366;Valennes;;
72367;Vallon-sur-Gée;351;4,8
72368;Vancé;244;7,8
72369;Verneil-le-Chétif;318;4,1
72370;Vernie;;
72373;Vibraye;1 404;9
72376;Villaines-sous-Lucé;354;3,1
72377;Villaines-sous-Malicorne;421;2,9
72378;Vion;580;2,1
72380;Vivoin;457;3,7
72382;Volnay;;
72385;Yvré-le-Pôlin;800;2,3
72386;Yvré-l'Évêque;1 782;2,4
73001;Aiguebelette-le-Lac;260;8,8
73003;Grand-Aigueblanche;2 383;4,3
73004;Aillon-le-Jeune;816;2,7
73006;Aime-la-Plagne;4 584;2,1
73007;Aiton;594;5,6
73008;Aix-les-Bains;20 392;3
73010;Entrelacs;2 867;2,3
73011;Albertville;11 527;5,7
73012;Albiez-le-Jeune;;
73013;Albiez-Montrond;1 276;4,6
73015;Les Allues;6 971;0,4
73017;Apremont;546;4,8
73018;Arbin;;
73019;Argentine;556;3,4
73020;Arith;293;5,1
73021;Arvillard;465;4,3
73022;Attignat-Oncin;348;5,5
73023;Aussois;1 410;3,8
73024;Les Avanchers-Valmorel;3 062;1,7
73026;Avrieux;270;4,4
73029;Barberaz;2 532;1,3
73030;Barby;1 168;1,6
73031;Bassens;2 189;0,9
73032;La Bâthie;1 192;6
73034;Beaufort;2 667;4,4
73036;Bellecombe-en-Bauges;436;2,5
73040;Bessans;971;4,9
73043;La Biolle;1 118;2,6
73047;Bonneval-sur-Arc;602;5,8
73048;Bonvillard;209;8,1
73050;Bourdeau;337;6,2
73051;Le Bourget-du-Lac;2 725;1,7
73054;Bourg-Saint-Maurice;11 218;1,5
73055;Bozel;1 606;3,7
73057;Brides-les-Bains;1 133;3,9
73058;La Bridoire;596;3,7
73059;Brison-Saint-Innocent;1 320;1,8
73061;Césarches;;
73063;Cevins;461;8,9
73064;Challes-les-Eaux;2 733;2,6
73065;Chambéry;24 603;2,2
73067;La Chambre;657;4
73069;Chamoux-sur-Gelon;469;5,3
73070;Champagneux;335;3,6
73071;Champagny-en-Vanoise;1 333;3,5
73073;Chanaz;;
73074;La Chapelle;230;10,9
73081;Le Châtelard;356;3,1
73084;Chignin;478;5,4
73085;Chindrieux;887;4,8
73087;Cognin;2 603;2,2
73089;Coise-Saint-Jean-Pied-Gauthier;589;4,4
73090;La Compôte;;
73094;Crest-Voland;1 002;4,8
73096;Cruet;553;5,2
73098;Les Déserts;1 092;5,4
73099;Détrier;;
73100;Domessin;;
73103;Drumettaz-Clarafond;1 416;1,4
73105;Les Échelles;571;4
73106;École;245;4,9
73107;Entremont-le-Vieux;544;4,2
73109;Épierre;391;6,9
73110;Esserts-Blay;499;8,4
73114;Flumet;1 094;4
73116;Fontcouverte-la-Toussuire;2 663;3,2
73117;Fourneaux;453;12,1
73121;Frontenex;732;3,4
73123;La Giettaz;859;7,3
73124;Gilly-sur-Isère;1 496;2
73128;Grésy-sur-Aix;1 894;2
73129;Grésy-sur-Isère;584;9,2
73130;Grignon;986;3,1
73132;Hauteluce;3 672;3,5
73135;La Tour-en-Maurienne;738;6,8
73137;Jacob-Bellecombette;2 047;1,6
73138;Jarrier;548;2,9
73139;Jarsy;272;9,2
73146;Lescheraines;397;3,5
73150;La Plagne Tarentaise;10 449;2,6
73151;Porte-de-Savoie;1 674;3
73153;Marthod;683;5,3
73154;Mercury;1 733;2,3
73155;Méry;901;1,2
73157;Modane;3 124;7,8
73160;Montagnole;514;6,8
73161;Montagny;;
73162;Montailleur;339;4,4
73164;Montcel;578;4
73171;Montmélian;1 138;3,3
73173;Montricher-Albanne;496;2,8
73176;Montvalezan;2 286;1,7
73178;La Motte-en-Bauges;336;3,9
73179;La Motte-Servolex;5 491;1,2
73180;Motz;;
73181;Moûtiers;1 876;9,8
73182;Mouxy;1 082;1,5
73183;Myans;626;2,6
73186;Notre-Dame-de-Bellecombe;1 808;2
73187;La Léchère;2 248;6,4
73188;Notre-Dame-des-Millières;494;8,5
73190;Notre-Dame-du-Pré;316;8,9
73191;Novalaise;1 081;2,8
73194;Orelle;611;6,1
73196;Pallud;411;4,6
73197;Peisey-Nancroix;1 526;2
73200;Planaise;;
73201;Planay;413;6,1
73204;Le Pont-de-Beauvoisin;831;5,4
73206;Pralognan-la-Vanoise;1 736;2,7
73207;Presle;320;9,7
73208;Pugny-Chatenod;590;3,7
73211;Queige;695;5,8
73212;Val-d'Arc;1 010;9,9
73213;La Ravoire;3 894;1
73215;Valgelon-La Rochette;1 746;2,8
73218;Ruffieux;449;7,3
73219;Saint-Alban-de-Montbel;358;3,4
73220;Saint-Alban-d'Hurtières;339;6,8
73222;Saint-Alban-Leysse;3 071;1,2
73223;Saint-André;;
73224;Saint-Avre;557;3,8
73225;Saint-Baldoph;1 195;1,8
73226;Saint-Béron;792;3,7
73227;Courchevel;6 710;1,3
73228;Saint-Cassin;;
73230;Saint-Colomban-des-Villards;495;9,9
73231;Saint-Étienne-de-Cuines;823;6,1
73232;Sainte-Foy-Tarentaise;1 412;4,5
73234;Saint-François-de-Sales;;
73235;Saint François Longchamp;2 541;2,1
73236;Saint-Genix-les-Villages;1 548;3,3
73237;Saint-Georges-d'Hurtières;;
73241;Sainte-Hélène-sur-Isère;588;4,4
73242;Saint-Jean-d'Arves;993;4,9
73243;Saint-Jean-d'Arvey;795;1,9
73247;Saint-Jean-de-la-Porte;489;3,5
73248;Saint-Jean-de-Maurienne;3 652;5,4
73249;Saint-Jeoire-Prieuré;880;2,3
73250;Saint-Julien-Mont-Denis;1 003;5,4
73253;Saint-Marcel;;
73255;Sainte-Marie-de-Cuines;445;7,6
73256;Saint-Martin-d'Arc;242;11,6
73257;Les Belleville;12 824;1,7
73258;Saint-Martin-de-la-Porte;555;7,7
73259;Saint-Martin-sur-la-Chambre;;
73261;Saint-Michel-de-Maurienne;1 629;9,6
73262;Saint-Nicolas-la-Chapelle;570;6,3
73263;Saint-Offenge;540;2,2
73265;Saint-Ours;;
73268;Saint-Paul-sur-Isère;399;11
73269;Saint-Paul;361;3,3
73270;Saint-Pierre-d'Albigny;2 013;5
73274;Saint-Pierre-d'Entremont;410;2,9
73276;Saint-Pierre-de-Soucy;;
73278;Saint-Rémy-de-Maurienne;736;4,6
73280;Saint-Sorlin-d'Arves;1 852;2,5
73285;Séez;1 473;3
73286;Serrières-en-Chautagne;595;3,5
73288;Sonnaz;852;2,8
73289;La Table;319;4,1
73290;Val-Cenis;4 310;3,2
73293;Thoiry;273;5,1
73296;Tignes;5 756;1,3
73297;Tournon;275;4,4
73298;Tours-en-Savoie;544;2,9
73300;Tresserve;1 574;2,5
73301;Trévignin;412;3,6
73303;Ugine;4 057;4,9
73304;Val-d'Isère;5 836;0,6
73306;Valloire;3 785;5,2
73307;Valmeinier;2 019;3,8
73308;Venthon;324;5,2
73312;Verrens-Arvey;478;3,1
73315;Villard-Léger;;
73317;Villard-sur-Doron;1 398;5,4
73318;Villarembert;2 535;1,1
73320;Villargondran;;
73322;Villarodin-Bourget;1 486;1,1
73326;Vimines;993;1,6
73328;Viviers-du-Lac;1 036;1,6
73329;Voglans;833;1,8
73330;Yenne;1 565;5,8
74001;Abondance;1 968;5,4
74002;Alby-sur-Chéran;959;2,5
74005;Allinges;2 079;1,2
74007;Amancy;1 289;2,3
74008;Ambilly;3 715;2,1
74010;Annecy;62 671;0,9
74012;Annemasse;16 417;2,5
74013;Anthy-sur-Léman;1 415;2
74014;Arâches-la-Frasse;6 646;0,9
74015;Arbusigny;538;2,4
74016;Archamps;1 552;1,5
74018;Arenthon;915;2,6
74021;Arthaz-Pont-Notre-Dame;769;2,2
74024;Ayse;1 183;2,5
74025;Ballaison;761;2,5
74026;La Balme-de-Sillingy;2 034;0,6
74031;Beaumont;1 425;1,5
74032;Bellevaux;1 481;3,6
74033;Bernex;1 598;2,5
74034;Le Biot;936;3,2
74037;Boëge;883;3,9
74038;Bogève;811;3,2
74040;Bonne;1 567;1,9
74041;Bonnevaux;214;7,5
74042;Bonneville;5 737;2,3
74043;Bons-en-Chablais;2 653;2,1
74044;Bossey;598;2,8
74048;Brenthonne;554;4
74049;Brizon;490;6,5
74050;Burdignin;;
74052;Cernex;;
74053;Cervens;483;2,3
74056;Chamonix-Mont-Blanc;13 833;1,4
74057;Champanges;498;3,2
74058;La Chapelle-d'Abondance;1 673;3,6
74063;Châtel;5 095;2,2
74064;Châtillon-sur-Cluses;673;4,9
74067;Chavanod;1 220;2,7
74070;Chens-sur-Léman;1 648;1,8
74073;Chevenoz;397;4
74075;Chilly;704;1,8
74076;Choisy;768;1,4
74077;Clarafond-Arcine;477;3,6
74079;Les Clefs;;
74080;La Clusaz;4 740;2,1
74081;Cluses;7 282;4,5
74082;Collonges-sous-Salève;2 389;1,6
74083;Combloux;3 581;2,4
74085;Les Contamines-Montjoie;3 599;1,7
74087;Contamine-sur-Arve;963;1,5
74089;Cordon;1 310;2,5
74090;Cornier;692;3,3
74091;La Côte-d'Arbroz;;
74094;Cranves-Sales;3 063;0,6
74097;Cusy;864;4,1
74098;Cuvat;;
74099;Demi-Quartier;1 711;1,9
74100;Desingy;438;3,7
74102;Dingy-Saint-Clair;;
74103;Domancy;1 120;3,2
74104;Doussard;2 372;1
74105;Douvaine;3 174;2,2
74106;Draillant;453;3,8
74108;Duingt;706;2,7
74112;Epagny Metz-Tessy;3 566;0,3
74114;Essert-Romand;410;4,1
74116;Etaux;943;2
74118;Étrembières;1 223;2,4
74119;Évian-les-Bains;6 129;2,6
74121;Excenevex;772;2,3
74123;Faverges-Seythenex;3 647;2,7
74124;Feigères;828;1,9
74127;Féternes;761;5,5
74128;Fillinges;1 717;2,3
74131;Frangy;;
74133;Gaillard;6 347;4,3
74134;Les Gets;4 033;1,4
74136;Le Grand-Bornand;5 409;0,5
74137;Groisy;1 711;1,7
74138;Gruffy;704;3,8
74139;Habère-Lullin;547;3,3
74140;Habère-Poche;1 208;3,7
74142;Héry-sur-Alby;425;4,7
74143;Les Houches;4 392;1
74146;Larringes;698;2,4
74147;Lathuile;;
74150;Loisin;808;3,2
74153;Lucinges;943;2,2
74154;Lugrin;1 680;2,3
74155;Lullin;537;6,5
74156;Lully;;
74157;Lyaud;817;2,1
74158;Machilly;565;2,5
74159;Magland;1 740;3,8
74161;Marcellaz-Albanais;852;2,2
74163;Margencel;1 058;1,7
74164;Marignier;2 856;2,3
74165;Marigny-Saint-Marcel;309;3,9
74166;Marin;885;3,7
74167;Val de Chaise;736;1,5
74168;Marlioz;;
74169;Marnaz;2 215;1,9
74170;Massingy;378;6,3
74171;Massongy;798;2,9
74172;Maxilly-sur-Léman;854;2,7
74173;Megève;9 618;3,3
74174;Mégevette;;
74175;Meillerie;375;8,5
74176;Menthon-Saint-Bernard;1 320;1,4
74180;Messery;1 330;2,1
74183;Mieussy;1 863;4,3
74185;Monnetier-Mornex;1 215;2,5
74188;Montriond;1 125;4,4
74189;Mont-Saxonnex;1 359;3,7
74190;Morillon;2 394;1,3
74191;Morzine;9 661;2,3
74192;Moye;482;6,2
74194;Mûres;399;3,3
74197;Nangy;;
74198;Nâves-Parmelan;;
74200;Neuvecelle;1 905;2,4
74201;Neydens;1 062;1,6
74205;Onnion;1 062;2,5
74206;Orcier;475;4,2
74208;Passy;5 754;3,1
74210;Perrignier;830;3,1
74211;Pers-Jussy;1 451;0,8
74212;Glières-Val-de-Borne;1 374;2,9
74213;Poisy;;
74215;Praz-sur-Arly;2 868;3,7
74216;Présilly;524;2,7
74218;Publier;3 556;2,2
74219;Quintal;;
74220;Reignier-Ésery;3 712;1,5
74221;Le Reposoir;334;3,9
74222;Reyvroz;306;7,5
74223;La Rivière-Enverse;410;4,4
74224;La Roche-sur-Foron;4 779;2,9
74225;Rumilly;6 630;3,1
74226;Saint-André-de-Boëge;;
74229;Saint-Cergues;1 804;3,7
74232;Saint-Eustache;;
74233;Saint-Félix;969;2,2
74236;Saint-Gervais-les-Bains;9 034;2,1
74237;Saint-Gingolph;622;3,2
74238;Saint-Jean-d'Aulps;2 150;4,8
74239;Saint-Jean-de-Sixt;1 600;1,4
74240;Saint-Jean-de-Tholome;;
74241;Saint-Jeoire;1 720;3,5
74242;Saint-Jorioz;3 624;1,1
74243;Saint-Julien-en-Genevois;7 459;2,6
74244;Saint-Laurent;;
74249;Saint-Paul-en-Chablais;1 413;2,8
74250;Saint-Pierre-en-Faucigny;3 271;2,2
74252;Saint-Sigismond;;
74254;Saint-Sylvestre;308;3,6
74255;Sales;920;2,8
74256;Sallanches;9 517;2,8
74258;Samoëns;5 363;3,1
74260;Savigny;;
74262;Scientrier;522;3,1
74263;Sciez;3 321;2,7
74264;Scionzier;3 446;2,1
74267;Sevrier;2 572;0,5
74269;Seyssel;1 202;1,2
74271;Seytroux;369;5,4
74272;Sillingy;2 164;0,9
74273;Sixt-Fer-à-Cheval;1 000;5,7
74275;Talloires-Montmin;1 735;2,5
74276;Taninges;3 387;3
74278;Thyez;2 651;1,7
74279;Thollon-les-Mémises;1 943;2
74280;Thônes;3 830;1,8
74281;Thonon-les-Bains;18 785;2
74282;Fillière;4 468;1,2
74283;Thusy;513;3,1
74284;La Tour;550;4
74286;Vacheresse;568;5,6
74287;Vailly;550;6
74288;Valleiry;2 248;1,5
74289;Vallières-sur-Fier;1 178;2,3
74292;Vaulx;460;3,5
74293;Veigy-Foncenex;2 423;2,8
74294;Verchaix;828;2,4
74296;Vers;453;3,8
74298;Vétraz-Monthoux;4 251;0,9
74299;Veyrier-du-Lac;1 559;1
74301;Villard;519;6
74302;Les Villards-sur-Thônes;834;1,3
74303;Villaz;;
74305;Ville-la-Grand;4 052;2
74308;Vinzier;467;4,7
74309;Viry;2 683;2,5
74310;Viuz-la-Chiésaz;592;2,2
74311;Viuz-en-Sallaz;2 509;2,6
74314;Vulbens;815;2,3
74315;Yvoire;;
75101;Paris 1er Arrondissement;13 235;3,5
75102;Paris 2e Arrondissement;17 378;3,3
75103;Paris 3e Arrondissement;25 119;2,3
75104;Paris 4e Arrondissement;20 685;2,9
75105;Paris 5e Arrondissement;37 610;2,4
75106;Paris 6e Arrondissement;32 440;2,9
75107;Paris 7e Arrondissement;38 187;2,5
75108;Paris 8e Arrondissement;28 050;4,3
75109;Paris 9e Arrondissement;38 948;2
75110;Paris 10e Arrondissement;52 538;2,3
75111;Paris 11e Arrondissement;89 909;1,4
75112;Paris 12e Arrondissement;67 484;1,1
75113;Paris 13e Arrondissement;64 306;1,5
75114;Paris 14e Arrondissement;66 634;1,6
75115;Paris 15e Arrondissement;124 886;1,2
75116;Paris 16e Arrondissement;93 935;1,8
75117;Paris 17e Arrondissement;89 882;1,4
75118;Paris 18e Arrondissement;100 413;1,6
75119;Paris 19e Arrondissement;61 637;1,7
75120;Paris 20e Arrondissement;69 551;1,3
76001;Allouville-Bellefosse;463;2,8
76005;Amfreville-la-Mi-Voie;1 217;1,9
76018;Val-de-Saâne;;
76020;Anneville-Ambourville;;
76025;Argueil;191;6,8
76026;Arques-la-Bataille;943;3,2
76034;Val-de-Scie;1 067;3,7
76035;Aumale;973;7,7
76051;Bacqueville-en-Caux;827;2,3
76057;Barentin;3 413;0,8
76065;Beaussault;231;5,6
76067;Beauvoir-en-Lyons;365;6
76069;Belbeuf;980;2,4
76070;Bellencombre;273;4,4
76093;Bézancourt;;
76095;Bihorel;3 337;1,7
76101;Blangy-sur-Bresle;1 210;6,2
76103;Bonsecours;2 972;1,5
76108;Bois-Guillaume;6 301;1,6
76114;Bolbec;4 320;5,4
76116;Boos;1 400;1
76124;Bosc-Hyons;;
76125;Bosc-le-Hard;643;1,9
76128;Bosville;;
76131;La Bouille;287;5,2
76133;Le Bourg-Dun;290;6,9
76141;Bréauté;549;2,9
76146;Buchy;1 364;4,2
76157;Canteleu;2 957;1,2
76159;Cany-Barville;1 149;8,4
76164;Rives-en-Seine;1 832;5,2
76165;Caudebec-lès-Elbeuf;4 192;4,4
76179;Clères;557;3,6
76186;Conteville;249;7,2
76192;Criel-sur-Mer;2 567;2,5
76196;Criquetot-l'Esneval;1 022;1,3
76212;Darnétal;3 110;3,3
76216;Déville-lès-Rouen;4 111;2,4
76217;Dieppe;14 091;5,8
76219;Doudeville;1 126;7,9
76222;Duclair;1 689;3,3
76224;Écrainville;445;2,5
76231;Elbeuf;7 234;8,1
76235;Envermeu;876;3,2
76238;Épouville;1 082;1,2
76254;Étretat;1 268;4,5
76255;Eu;3 725;4
76258;Terres-de-Caux;1 724;1,7
76259;Fécamp;7 873;3,4
76260;Ferrières-en-Bray;806;4,6
76263;La Feuillie;627;1,9
76270;Fontaine-la-Mallet;1 099;1
76272;Fontaine-le-Dun;373;5,1
76276;Forges-les-Eaux;1 901;7,4
76278;Foucarmont;392;5,1
76281;La Frénaye;731;1,8
76282;Freneuse;428;2,6
76287;Fresquiennes;;
76289;Saint Martin de l'If;666;2,9
76295;Gaillefontaine;526;7
76296;Gainneville;;
76302;Goderville;1 365;1,2
76305;Gonfreville-l'Orcher;1 634;1,6
76307;Gonneville-la-Mallet;648;1,7
76312;Gournay-en-Bray;2 591;8,6
76315;Grainville-la-Teinturière;393;4,3
76319;Grand-Couronne;2 439;1,5
76320;Grandcourt;212;9,9
76321;Les Grandes-Ventes;716;2,4
76322;Le Grand-Quevilly;4 342;1
76325;Grémonville;;
76329;Gruchet-le-Valasse;1 099;1,7
76341;Harfleur;2 144;1,4
76344;Haudricourt;251;4,8
76349;Hautot-sur-Mer;1 012;2,9
76351;Le Havre;64 343;2,7
76355;Héricourt-en-Caux;356;3,1
76363;Hodeng-au-Bosc;231;8,2
76366;Le Houlme;1 312;0,8
76374;Incheville;518;4,4
76377;Isneauville;;
76378;Jumièges;795;3,1
76384;Lillebonne;2 587;3,9
76385;Limésy;;
76390;Les Loges;544;2,2
76392;Londinières;608;4,1
76400;Luneray;971;3
76401;Arelaune-en-Seine;1 098;3
76402;Malaunay;2 062;1,5
76410;Maromme;2 886;2,3
76427;Mesnières-en-Bray;;
76429;Le Mesnil-Esnard;3 492;1,4
76445;Montérolier;;
76447;Montivilliers;5 898;1,4
76451;Mont-Saint-Aignan;7 492;1,5
76452;Montville;1 733;1,6
76453;Morgny-la-Pommeraye;;
76457;Moulineaux;;
76460;Nesle-Normandeuse;;
76462;Neufchâtel-en-Bray;2 113;3,8
